student_id,course_name,current_grade,attendance_rate,assignments_completed,missed_deadlines,participation_score,midterm_grade,study_group_attendance,office_hours_visits,extra_credit_completed
603,Biology 101,84.82,81.56,9,4,80.28,75.52,7,2,2
604,Biology 101,85.17,83.47,11,2,84.36,91.55,0,2,0
604,Computer Science 101,90.15,83.47,10,1,90.85,82.28,2,1,2
604,English Literature,83.6,83.47,8,1,84.41,82.36,2,6,1
604,Mathematics 201,81.81,83.47,11,1,87.57,80.17,6,2,0
604,Physics 101,86.8,83.47,8,3,83.52,79.29,1,4,1
605,Mathematics 201,81.67,85.26,11,5,81.89,88.93,0,0,2
605,Chemistry 201,79.76,85.26,12,3,77.22,85.52,1,2,0
605,English Literature,85.53,85.26,9,3,93.59,84.81,10,0,2
605,Biology 101,84.37,85.26,9,3,93.2,76.33,9,4,0
606,Biology 101,58.93,59.16,10,2,49.32,64.96,0,6,0
606,Mathematics 201,64.55,59.16,10,2,51.2,59.81,9,5,1
606,English Literature,56.63,59.16,11,0,57.66,62.49,0,2,0
606,Physics 101,63.85,59.16,8,2,56.78,60.02,4,5,0
606,Chemistry 201,60.97,59.16,8,2,55.42,58.15,1,5,1
607,English Literature,77.3,82.47,10,3,89.98,77.08,6,0,1
607,Biology 101,85.13,82.47,12,3,79.07,83.38,6,3,1
607,Chemistry 201,83.18,82.47,9,4,75.34,80.42,4,2,1
607,Computer Science 101,81.8,82.47,11,3,90.12,83.17,2,0,1
607,Physics 101,81.95,82.47,10,4,77.67,86.94,2,4,1
608,English Literature,71.84,66.54,11,0,72.27,75.47,8,6,0
608,Mathematics 201,72.1,66.54,12,1,76.16,61.92,5,0,0
608,Biology 101,67.34,66.54,10,1,59.02,65.27,6,2,0
608,Computer Science 101,67.6,66.54,9,2,68.62,61.44,7,2,1
609,Mathematics 201,76.7,80.59,8,3,71.61,74.5,6,1,2
609,Computer Science 101,81.17,80.59,10,4,70.59,86.04,1,3,0
609,English Literature,76.86,80.59,12,4,72.51,79.29,9,1,0
609,Physics 101,82.56,80.59,12,3,80.56,80.64,7,6,0
609,Chemistry 201,75.27,80.59,9,5,74.03,76.44,8,0,2
610,Mathematics 201,74.74,74.51,10,1,84.24,80.79,2,6,0
610,Computer Science 101,74.81,74.51,9,3,82.46,71.41,1,2,2
610,English Literature,78.34,74.51,9,1,65.31,76.04,0,3,2
610,Chemistry 201,75.61,74.51,12,2,65.37,79.13,4,1,0
610,Biology 101,75.75,74.51,8,2,75.64,80.6,1,4,0
611,Chemistry 201,88.45,84.62,8,4,92.51,89.79,2,2,0
611,Physics 101,81.9,84.62,9,4,78.48,86.58,3,2,0
611,Computer Science 101,80.56,84.62,12,4,92.83,86.34,4,1,2
611,English Literature,86.98,84.62,11,5,84.08,91.35,0,2,0
611,Biology 101,81.25,84.62,12,4,82.63,79.67,9,1,1
612,Biology 101,80.88,75.86,12,2,70.86,75.01,4,2,0
612,Mathematics 201,81.94,75.86,9,3,79.19,74.95,10,2,0
612,Computer Science 101,75.17,75.86,11,1,84.22,81.07,10,5,0
612,Chemistry 201,75.49,75.86,11,3,83.99,81.48,6,6,0
613,Mathematics 201,71.54,69.88,12,1,68.86,72.24,10,4,1
613,Biology 101,68.4,69.88,8,2,61.88,69.69,2,1,2
613,Chemistry 201,75.99,69.88,12,2,68.2,65.5,6,3,2
613,English Literature,67.79,69.88,9,1,76.95,68.69,4,1,1
613,Physics 101,68.2,69.88,9,1,77.68,66.13,2,3,2
614,Biology 101,78.05,80.6,11,4,76.22,77.79,10,1,0
614,Mathematics 201,75.03,80.6,9,3,82.13,75.87,1,6,0
614,English Literature,78.17,80.6,8,5,76.31,72.39,1,4,1
614,Physics 101,82.29,80.6,11,4,86.09,79.78,4,4,2
615,Mathematics 201,84.08,78.59,10,3,85.16,85.47,5,1,1
615,Biology 101,76.81,78.59,10,4,76.19,82.86,6,6,1
615,Computer Science 101,75.42,78.59,10,5,87.78,72.28,7,3,2
615,Physics 101,78.23,78.59,12,3,73.7,85.64,1,5,0
615,English Literature,77.96,78.59,12,4,72.48,81.27,7,5,1
616,Physics 101,66.08,67.16,9,4,73.45,73.01,10,0,0
616,Biology 101,64.16,67.16,9,4,75.41,61.84,8,2,1
616,English Literature,71.5,67.16,9,3,61.84,60.26,2,1,2
616,Mathematics 201,64.09,67.16,11,5,71.38,66.79,3,1,0
616,Computer Science 101,66.98,67.16,10,3,57.54,64.89,4,6,0
617,Mathematics 201,79.19,79.84,8,3,79.12,82.58,8,2,1
617,Chemistry 201,80.87,79.84,9,3,72.74,80.95,6,3,2
617,Biology 101,75.31,79.84,8,4,72.29,78.34,1,0,0
617,English Literature,82.79,79.84,8,3,74.99,73.37,6,3,0
617,Computer Science 101,81.2,79.84,10,4,88.93,73.1,10,2,1
618,Biology 101,66.76,62.86,12,1,65.61,65.99,0,2,2
618,Physics 101,63.87,62.86,10,1,55.0,61.57,10,3,0
618,Mathematics 201,67.14,62.86,9,2,60.09,62.14,0,6,0
618,Computer Science 101,59.3,62.86,11,2,72.2,69.26,2,4,2
618,Chemistry 201,66.27,62.86,9,2,63.39,62.74,2,0,1
619,Mathematics 201,77.31,75.81,9,3,76.73,77.06,10,2,1
619,Chemistry 201,78.49,75.81,11,3,74.14,78.85,8,4,0
619,Physics 101,82.55,75.81,12,1,84.25,84.23,4,2,0
619,Computer Science 101,80.14,75.81,11,1,73.9,70.47,3,6,2
620,Chemistry 201,83.11,84.6,12,3,87.44,87.78,3,6,1
620,English Literature,89.0,84.6,12,3,89.13,90.59,0,1,1
620,Computer Science 101,83.28,84.6,12,3,94.59,81.52,3,6,0
620,Mathematics 201,91.36,84.6,10,1,91.62,89.32,8,2,0
620,Physics 101,83.1,84.6,12,1,90.86,92.02,10,5,1
621,Mathematics 201,84.46,83.72,8,5,81.02,78.7,9,5,1
621,Computer Science 101,84.15,83.72,8,5,75.22,76.0,10,1,2
621,Chemistry 201,85.53,83.72,9,5,84.95,87.67,2,3,2
621,Biology 101,88.05,83.72,9,3,75.65,88.21,2,4,1
622,Mathematics 201,88.1,82.52,11,2,78.86,76.38,0,4,1
622,Biology 101,81.41,82.52,10,3,74.32,85.89,4,6,1
622,English Literature,80.82,82.52,10,2,82.42,82.37,4,6,0
622,Chemistry 201,87.2,82.52,12,2,79.78,83.11,8,4,0
623,Computer Science 101,81.17,77.62,8,3,87.16,72.18,1,6,2
623,Biology 101,74.96,77.62,8,3,72.38,79.75,2,2,0
623,Mathematics 201,79.04,77.62,11,1,85.57,86.73,8,1,0
623,English Literature,77.86,77.62,8,3,72.86,77.15,1,6,2
624,Biology 101,70.55,69.56,8,1,66.52,63.94,10,2,1
624,Physics 101,72.09,69.56,10,2,62.48,66.39,1,6,2
624,English Literature,72.88,69.56,11,3,66.79,67.16,4,2,1
624,Computer Science 101,66.62,69.56,12,2,66.91,68.11,1,4,1
625,Mathematics 201,87.89,90.85,8,4,82.62,88.21,1,3,0
625,Computer Science 101,88.84,90.85,10,3,94.96,91.62,10,4,1
625,Chemistry 201,86.77,90.85,11,3,100,98.55,10,3,1
625,Biology 101,95.9,90.85,8,4,88.9,88.08,0,5,0
625,English Literature,88.43,90.85,9,4,82.93,84.67,0,2,0
626,Physics 101,79.58,76.18,11,2,78.12,80.22,7,2,0
626,English Literature,79.68,76.18,9,3,73.12,86.33,3,4,2
626,Biology 101,76.18,76.18,12,2,83.85,77.85,2,3,1
626,Computer Science 101,79.54,76.18,8,2,74.58,74.91,10,3,2
626,Chemistry 201,80.79,76.18,10,1,81.0,70.68,2,5,2
627,Biology 101,94.01,90.3,10,3,81.94,83.15,2,4,1
627,Chemistry 201,89.11,90.3,8,3,91.0,83.86,3,4,0
627,Physics 101,92.78,90.3,11,5,92.19,90.51,4,1,0
627,English Literature,87.59,90.3,8,5,96.85,96.06,7,5,2
628,Computer Science 101,75.68,74.06,8,2,68.81,67.65,4,5,0
628,Physics 101,70.57,74.06,11,2,68.57,78.09,8,2,0
628,Chemistry 201,77.99,74.06,8,1,76.28,81.06,4,5,1
628,Biology 101,74.95,74.06,10,3,65.4,74.35,1,3,1
628,English Literature,76.08,74.06,9,1,82.41,73.26,4,5,0
629,Chemistry 201,77.38,76.61,11,3,78.46,81.59,9,5,0
629,Computer Science 101,77.55,76.61,12,3,85.44,75.42,8,2,0
629,Biology 101,81.81,76.61,9,2,85.1,83.76,10,1,0
629,Mathematics 201,81.22,76.61,9,1,85.04,79.78,8,3,0
629,Physics 101,80.01,76.61,10,2,82.07,75.72,5,3,1
630,Computer Science 101,75.25,67.66,12,0,71.23,64.89,10,1,1
630,Chemistry 201,74.39,67.66,9,2,65.53,64.64,8,1,2
630,Physics 101,71.87,67.66,12,1,76.54,76.34,9,2,0
630,Mathematics 201,65.48,67.66,12,2,76.48,72.1,9,3,0
630,Biology 101,69.16,67.66,10,1,62.15,70.17,5,1,0
631,Biology 101,93.92,93.54,12,5,86.62,99.16,10,2,2
631,English Literature,90.95,93.54,8,4,99.41,97.53,5,3,1
631,Chemistry 201,89.97,93.54,12,3,91.58,93.05,1,0,0
631,Physics 101,96.3,93.54,9,5,84.95,96.41,2,4,1
631,Mathematics 201,91.01,93.54,8,5,91.72,87.77,4,6,2
632,English Literature,70.94,74.12,10,2,69.24,75.62,0,3,1
632,Mathematics 201,73.47,74.12,8,3,68.52,70.97,6,5,1
632,Physics 101,79.19,74.12,10,2,80.5,74.93,3,4,1
632,Biology 101,75.06,74.12,8,3,71.43,70.15,6,2,1
632,Computer Science 101,78.81,74.12,12,1,78.64,68.87,1,4,0
633,Chemistry 201,66.14,68.44,8,2,70.66,74.17,2,3,1
633,Biology 101,71.11,68.44,10,1,76.15,68.79,1,0,0
633,Physics 101,72.81,68.44,8,3,67.56,69.81,1,0,0
633,English Literature,65.14,68.44,12,1,72.9,65.64,10,2,1
634,Computer Science 101,75.69,73.46,8,3,74.54,65.25,2,4,0
634,Biology 101,75.5,73.46,12,5,78.69,73.31,9,4,1
634,Mathematics 201,75.93,73.46,12,3,66.33,68.01,5,5,0
634,Chemistry 201,74.47,73.46,8,4,82.24,72.88,10,1,1
635,English Literature,77.61,73.54,12,1,65.03,75.56,6,1,0
635,Biology 101,75.62,73.54,12,2,77.75,68.3,6,6,0
635,Mathematics 201,74.44,73.54,9,2,66.34,72.15,0,4,2
635,Physics 101,75.62,73.54,11,1,69.69,75.14,5,2,1
636,Biology 101,86.55,81.46,8,1,90.18,82.54,10,4,1
636,Mathematics 201,80.43,81.46,11,1,73.62,83.71,6,5,0
636,Computer Science 101,80.55,81.46,10,2,85.59,89.1,10,0,2
636,Physics 101,80.7,81.46,10,3,75.26,78.09,5,3,2
636,English Literature,82.65,81.46,12,1,87.44,79.31,1,3,0
637,Biology 101,80.83,86.02,11,5,95.53,89.22,4,6,0
637,Chemistry 201,88.3,86.02,10,3,77.34,89.64,0,6,1
637,Physics 101,88.35,86.02,10,4,93.42,85.61,3,5,0
637,Computer Science 101,82.73,86.02,10,4,76.64,93.33,4,6,0
637,Mathematics 201,89.58,86.02,12,3,83.99,83.42,7,2,2
638,Chemistry 201,72.61,76.75,9,3,79.66,74.15,4,2,1
638,Physics 101,73.0,76.75,10,5,75.12,80.4,10,0,0
638,English Literature,72.32,76.75,12,3,77.3,71.4,5,1,0
638,Mathematics 201,71.83,76.75,8,3,72.95,69.47,1,4,0
638,Biology 101,71.36,76.75,8,5,67.4,83.55,4,1,2
639,Biology 101,96.21,94.15,10,4,87.41,89.13,5,0,1
639,Chemistry 201,95.2,94.15,11,5,99.85,95.0,8,6,0
639,Physics 101,92.02,94.15,9,3,96.13,89.58,9,3,0
639,Computer Science 101,95.94,94.15,8,3,91.31,100,8,3,1
640,English Literature,92.73,91.03,10,3,98.29,91.39,0,4,0
640,Chemistry 201,88.86,91.03,8,5,97.13,83.61,2,1,1
640,Biology 101,87.68,91.03,10,5,93.85,85.5,7,1,1
640,Mathematics 201,92.32,91.03,11,3,93.56,86.32,7,3,1
640,Physics 101,92.5,91.03,8,4,89.54,84.76,8,6,1
641,Biology 101,72.15,72.51,11,2,74.66,79.7,4,2,1
641,Computer Science 101,76.6,72.51,9,2,78.02,72.3,6,1,2
641,Mathematics 201,75.86,72.51,8,2,80.54,64.33,8,5,0
641,Chemistry 201,70.03,72.51,8,3,78.53,71.33,8,1,1
642,Biology 101,66.08,67.8,9,3,62.18,72.91,6,0,2
642,Physics 101,68.16,67.8,11,2,59.59,75.34,1,5,2
642,Computer Science 101,72.69,67.8,10,3,58.37,75.07,8,2,2
642,English Literature,71.73,67.8,8,3,77.12,76.72,1,4,0
642,Chemistry 201,70.41,67.8,10,1,76.51,64.57,6,4,0
643,English Literature,73.1,72.39,9,1,79.19,74.43,8,4,1
643,Chemistry 201,75.56,72.39,9,2,70.05,77.9,3,2,0
643,Physics 101,76.39,72.39,9,0,68.37,81.76,3,6,1
643,Computer Science 101,78.2,72.39,9,1,63.31,74.46,10,2,2
644,English Literature,89.22,89.15,10,5,88.62,93.13,3,6,2
644,Biology 101,92.79,89.15,9,5,96.28,84.68,5,6,1
644,Mathematics 201,86.72,89.15,11,3,97.84,94.61,5,3,0
644,Computer Science 101,84.62,89.15,10,4,98.44,89.8,7,5,2
645,English Literature,88.19,90.41,8,5,87.93,87.12,9,2,0
645,Chemistry 201,94.17,90.41,12,4,94.23,84.73,0,4,1
645,Mathematics 201,89.04,90.41,12,5,88.55,83.15,5,2,0
645,Physics 101,89.73,90.41,9,3,91.72,93.99,1,2,1
646,Chemistry 201,67.89,67.16,11,3,64.15,67.99,6,0,2
646,Biology 101,71.32,67.16,11,2,73.53,70.18,1,3,0
646,Computer Science 101,68.87,67.16,10,3,66.61,67.5,4,3,2
646,Mathematics 201,72.39,67.16,8,2,74.51,70.81,4,2,0
647,Computer Science 101,86.33,86.32,11,3,95.67,90.23,2,1,1
647,English Literature,81.51,86.32,9,3,93.62,78.96,9,1,2
647,Biology 101,85.07,86.32,8,3,80.42,82.55,10,5,0
647,Mathematics 201,84.96,86.32,12,3,82.63,90.72,10,6,1
648,Physics 101,76.27,72.04,12,5,76.96,66.69,5,0,0
648,Chemistry 201,73.95,72.04,8,3,67.75,73.25,3,2,1
648,English Literature,76.44,72.04,9,3,65.09,73.28,1,0,1
648,Biology 101,76.42,72.04,11,4,72.7,76.84,9,4,2
649,English Literature,72.05,67.3,8,0,72.89,73.67,1,0,0
649,Physics 101,66.39,67.3,8,1,72.08,70.86,0,5,0
649,Chemistry 201,67.51,67.3,11,2,68.54,69.75,1,0,2
649,Computer Science 101,71.17,67.3,11,0,74.3,67.95,4,4,1
649,Mathematics 201,67.95,67.3,12,2,63.0,66.48,1,5,2
650,English Literature,74.32,72.38,9,2,74.09,80.49,8,4,1
650,Computer Science 101,77.0,72.38,8,3,67.85,65.63,5,3,1
650,Biology 101,77.21,72.38,12,2,82.18,81.44,8,2,1
650,Mathematics 201,75.36,72.38,9,1,80.68,68.7,8,3,2
650,Physics 101,74.98,72.38,8,2,75.23,70.3,0,5,0
651,Biology 101,91.49,89.05,10,3,89.83,86.41,6,6,0
651,Computer Science 101,83.35,89.05,12,4,79.94,93.82,2,5,0
651,Chemistry 201,85.29,89.05,10,5,82.0,88.41,0,4,0
651,Mathematics 201,89.08,89.05,12,4,84.14,85.16,4,2,2
652,Computer Science 101,57.46,60.86,12,2,52.79,68.16,10,2,1
652,Physics 101,63.47,60.86,11,1,58.12,56.88,5,4,1
652,Biology 101,58.11,60.86,8,1,62.99,63.91,8,4,2
652,Chemistry 201,64.4,60.86,11,1,52.2,66.1,10,1,2
653,Biology 101,78.5,78.92,11,5,84.07,78.41,7,0,1
653,Physics 101,74.09,78.92,11,4,68.93,79.82,5,6,1
653,English Literature,74.29,78.92,8,4,74.6,71.49,4,0,2
653,Chemistry 201,81.2,78.92,11,5,85.39,70.73,6,1,1
654,Physics 101,71.61,65.45,12,0,74.79,62.52,7,3,1
654,Mathematics 201,64.19,65.45,10,0,65.64,68.59,1,3,0
654,Computer Science 101,63.66,65.45,9,0,70.57,73.11,7,3,1
654,Chemistry 201,72.61,65.45,8,1,74.79,64.99,0,4,0
655,Computer Science 101,74.42,75.99,12,2,66.33,80.04,0,5,1
655,Biology 101,73.57,75.99,8,3,80.43,81.79,1,0,0
655,English Literature,80.09,75.99,12,1,84.51,79.91,3,1,0
655,Mathematics 201,74.08,75.99,10,3,67.58,81.43,10,0,1
655,Chemistry 201,73.76,75.99,9,1,72.87,73.0,9,0,0
656,Biology 101,94.62,89.49,12,4,95.15,97.06,2,0,0
656,English Literature,85.25,89.49,9,3,87.67,97.17,5,5,1
656,Physics 101,92.16,89.49,9,5,91.95,96.31,0,3,0
656,Mathematics 201,85.91,89.49,9,3,82.2,89.81,0,5,2
657,Chemistry 201,76.43,79.7,10,3,83.04,81.94,2,5,2
657,English Literature,79.69,79.7,9,2,80.93,78.48,9,4,1
657,Physics 101,79.03,79.7,10,3,72.65,72.01,0,2,2
657,Mathematics 201,77.29,79.7,10,2,82.59,75.8,10,3,2
657,Biology 101,82.88,79.7,12,3,75.88,76.59,0,6,0
658,Physics 101,79.3,83.75,10,3,79.24,81.59,9,5,1
658,Computer Science 101,82.1,83.75,8,4,77.59,90.13,9,1,2
658,Mathematics 201,83.86,83.75,10,4,88.32,75.82,2,5,0
658,English Literature,84.07,83.75,10,5,81.38,86.65,0,6,2
659,English Literature,71.87,72.69,11,2,81.56,80.72,2,5,0
659,Biology 101,69.88,72.69,8,2,72.77,67.89,3,5,0
659,Mathematics 201,71.24,72.69,10,1,67.21,78.93,7,5,0
659,Physics 101,75.25,72.69,9,1,78.14,72.77,9,6,2
660,Computer Science 101,65.4,62.06,9,1,65.29,69.36,3,4,0
660,Chemistry 201,58.93,62.06,8,1,66.69,67.91,2,6,0
660,Biology 101,66.11,62.06,12,2,58.02,66.87,6,5,0
660,Physics 101,66.5,62.06,11,2,55.98,68.78,5,1,0
660,Mathematics 201,61.15,62.06,12,3,70.39,65.86,10,4,1
661,Physics 101,97.11,92.98,9,5,91.47,87.48,1,0,1
661,Mathematics 201,98.42,92.98,12,3,85.16,87.38,10,3,1
661,Computer Science 101,89.45,92.98,9,5,89.92,96.18,8,0,0
661,Chemistry 201,91.18,92.98,8,3,84.36,100,0,5,1
661,English Literature,97.88,92.98,10,4,95.19,89.43,4,1,1
662,Biology 101,76.06,79.75,8,5,79.94,84.06,7,4,1
662,English Literature,81.48,79.75,10,4,82.59,80.39,10,0,0
662,Physics 101,75.03,79.75,8,4,77.1,77.1,10,5,2
662,Mathematics 201,80.46,79.75,12,3,84.67,79.09,1,0,0
663,Mathematics 201,76.03,74.58,10,3,69.46,73.16,2,0,2
663,Computer Science 101,74.94,74.58,8,3,75.14,70.97,2,4,2
663,Chemistry 201,75.13,74.58,12,2,67.64,71.6,10,3,2
663,Physics 101,77.51,74.58,9,2,84.57,68.67,10,0,1
663,English Literature,69.78,74.58,11,2,65.99,80.19,3,6,2
664,English Literature,83.16,78.81,8,4,71.51,81.93,3,2,2
664,Biology 101,82.9,78.81,12,5,82.44,70.69,0,5,2
664,Physics 101,74.55,78.81,11,4,69.48,72.3,4,6,2
664,Computer Science 101,81.32,78.81,9,3,82.44,75.12,5,3,1
664,Chemistry 201,82.69,78.81,9,3,75.11,74.75,4,1,0
665,Physics 101,88.04,83.41,11,3,75.9,92.5,7,4,0
665,Mathematics 201,84.98,83.41,8,3,80.49,87.16,8,6,2
665,English Literature,80.34,83.41,8,1,92.63,92.17,8,6,0
665,Chemistry 201,87.45,83.41,10,2,78.52,90.62,10,5,0
666,Chemistry 201,91.55,89.24,10,5,99.11,83.71,5,1,1
666,Biology 101,90.44,89.24,11,4,95.92,92.21,8,3,0
666,Computer Science 101,84.73,89.24,12,3,87.54,96.51,0,6,0
666,Mathematics 201,89.25,89.24,11,4,93.24,89.56,4,5,0
666,Physics 101,92.14,89.24,12,4,96.21,81.6,10,0,0
667,Chemistry 201,80.82,78.89,8,3,84.32,84.41,3,0,1
667,Biology 101,77.97,78.89,11,4,88.7,85.22,6,3,2
667,Physics 101,76.45,78.89,12,4,71.13,82.46,7,1,2
667,Mathematics 201,75.91,78.89,12,3,81.09,74.16,5,6,0
667,English Literature,83.01,78.89,12,5,71.17,84.15,3,1,0
668,Mathematics 201,81.37,78.58,10,2,79.19,75.41,0,6,0
668,English Literature,82.05,78.58,11,3,78.91,72.45,5,0,0
668,Biology 101,79.98,78.58,10,3,87.34,71.63,1,4,1
668,Physics 101,75.44,78.58,12,2,74.89,71.52,3,6,0
669,Computer Science 101,61.99,61.99,10,5,54.34,71.34,9,5,1
669,Biology 101,68.17,61.99,12,4,54.91,57.76,0,4,1
669,Physics 101,67.03,61.99,8,3,64.76,60.93,9,3,1
669,Chemistry 201,64.5,61.99,11,5,57.67,65.88,9,6,1
670,Mathematics 201,87.49,88.75,8,5,78.99,95.95,5,4,0
670,Chemistry 201,92.73,88.75,10,4,86.87,80.96,7,5,0
670,English Literature,86.03,88.75,10,4,90.79,92.76,0,4,1
670,Biology 101,86.83,88.75,8,4,92.87,93.01,0,0,1
670,Computer Science 101,84.85,88.75,9,3,90.1,89.9,0,5,2
671,Physics 101,74.67,73.56,12,2,73.35,77.15,6,1,0
671,Biology 101,74.47,73.56,9,1,78.64,69.86,9,0,0
671,Mathematics 201,71.33,73.56,9,1,74.47,76.31,6,1,0
671,Chemistry 201,71.96,73.56,9,1,71.05,81.26,8,1,2
672,Chemistry 201,86.96,92.41,12,5,95.9,94.84,6,1,1
672,Mathematics 201,86.65,92.41,9,4,93.8,92.54,6,2,2
672,Physics 101,93.15,92.41,12,3,90.76,89.37,6,0,1
672,Biology 101,87.49,92.41,12,3,85.54,84.5,5,4,1
672,English Literature,93.09,92.41,11,3,94.22,90.39,6,6,0
673,Physics 101,72.96,72.95,11,3,70.7,68.84,10,4,0
673,Mathematics 201,69.62,72.95,9,2,67.14,81.15,9,3,0
673,English Literature,73.01,72.95,11,1,70.07,78.02,3,5,0
673,Computer Science 101,72.48,72.95,11,3,78.75,81.51,1,2,0
674,Mathematics 201,70.72,64.62,12,0,64.25,73.68,9,0,0
674,Chemistry 201,70.2,64.62,8,0,70.84,59.6,3,1,2
674,English Literature,71.06,64.62,8,2,57.94,64.56,8,0,0
674,Biology 101,64.41,64.62,11,0,63.17,73.0,0,5,0
674,Computer Science 101,68.75,64.62,12,1,69.04,72.71,7,1,1
675,Mathematics 201,75.19,71.71,9,5,79.38,77.32,3,6,0
675,English Literature,72.3,71.71,9,5,71.71,67.45,8,1,0
675,Physics 101,77.25,71.71,9,4,69.37,69.51,0,5,0
675,Chemistry 201,74.15,71.71,9,3,66.99,73.8,9,6,1
676,English Literature,75.21,74.62,8,1,70.07,80.64,0,5,1
676,Chemistry 201,81.39,74.62,9,3,84.12,81.51,5,0,2
676,Physics 101,80.66,74.62,9,1,68.22,78.89,1,3,2
676,Mathematics 201,74.88,74.62,10,3,69.66,79.14,8,2,0
676,Computer Science 101,73.63,74.62,10,2,81.94,81.48,1,1,1
677,Mathematics 201,75.12,69.65,10,2,65.22,67.29,10,0,1
677,Computer Science 101,73.85,69.65,11,1,75.47,75.77,0,4,1
677,Biology 101,75.29,69.65,11,1,71.52,69.01,9,0,1
677,Chemistry 201,73.38,69.65,8,1,68.78,69.62,1,1,1
678,English Literature,74.88,71.84,9,5,69.95,77.58,0,0,1
678,Mathematics 201,71.78,71.84,10,5,65.04,68.35,3,5,0
678,Chemistry 201,75.3,71.84,12,5,69.5,71.36,10,0,2
678,Physics 101,78.6,71.84,8,4,68.74,77.12,3,4,1
679,Mathematics 201,90.71,88.54,10,3,84.0,81.94,4,4,0
679,English Literature,91.05,88.54,8,3,89.42,92.15,9,2,1
679,Physics 101,89.48,88.54,8,5,95.18,88.11,2,5,0
679,Chemistry 201,85.89,88.54,10,4,95.57,86.41,1,0,2
680,Physics 101,70.3,77.04,10,5,86.04,74.99,0,6,1
680,Biology 101,74.23,77.04,8,5,76.64,73.18,2,0,2
680,Computer Science 101,69.85,77.04,10,3,69.69,78.48,2,1,2
680,Mathematics 201,78.37,77.04,12,4,80.98,80.17,3,3,1
681,Biology 101,66.93,68.9,9,0,73.72,77.39,5,2,0
681,Computer Science 101,69.27,68.9,10,2,59.33,69.24,1,6,0
681,Mathematics 201,75.33,68.9,11,0,65.69,71.06,4,5,0
681,Chemistry 201,71.04,68.9,10,1,71.52,69.1,1,4,2
682,Mathematics 201,70.79,69.46,8,3,63.6,71.2,5,4,1
682,English Literature,72.43,69.46,11,3,73.86,66.05,5,3,2
682,Computer Science 101,70.91,69.46,11,5,63.73,71.4,2,3,1
682,Physics 101,73.6,69.46,9,5,76.76,77.37,1,2,2
682,Biology 101,74.21,69.46,8,3,62.18,78.24,6,0,1
683,Physics 101,78.42,78.74,12,1,71.78,83.88,4,6,0
683,Biology 101,80.5,78.74,12,3,74.06,80.95,7,6,1
683,Mathematics 201,84.47,78.74,8,1,83.15,74.6,2,1,0
683,English Literature,76.9,78.74,12,3,74.17,74.89,0,5,0
684,Chemistry 201,77.48,74.93,11,2,69.98,78.94,0,1,1
684,Biology 101,74.13,74.93,11,2,78.06,80.31,3,4,1
684,Physics 101,74.01,74.93,12,1,78.24,73.76,0,2,1
684,Computer Science 101,78.84,74.93,11,2,65.95,68.54,7,2,1
684,Mathematics 201,80.51,74.93,11,2,81.51,76.72,2,6,2
685,Biology 101,80.23,86.35,11,5,88.3,84.27,8,1,0
685,Mathematics 201,81.11,86.35,11,3,82.48,81.91,4,0,0
685,Chemistry 201,88.37,86.35,9,5,95.27,80.28,3,0,1
685,Physics 101,89.51,86.35,11,4,79.33,82.94,1,2,0
685,English Literature,88.77,86.35,10,4,79.27,91.16,4,1,1
686,Chemistry 201,85.22,84.41,8,3,91.65,91.05,4,6,1
686,English Literature,84.51,84.41,11,1,81.85,82.68,10,0,2
686,Biology 101,84.5,84.41,8,3,88.1,89.61,6,5,1
686,Computer Science 101,87.17,84.41,10,3,85.97,82.91,7,4,2
686,Physics 101,83.94,84.41,10,1,85.59,85.52,6,2,2
687,English Literature,75.34,74.25,8,3,76.63,75.52,5,6,0
687,Physics 101,74.01,74.25,9,1,69.44,79.26,6,4,1
687,Mathematics 201,77.55,74.25,12,3,72.78,71.09,10,1,0
687,Chemistry 201,73.71,74.25,10,2,66.44,77.8,5,0,0
687,Biology 101,70.72,74.25,9,3,78.39,79.04,4,3,1
688,Computer Science 101,85.97,87.16,9,3,85.82,91.02,6,2,1
688,English Literature,89.42,87.16,10,3,84.57,90.36,3,5,0
688,Biology 101,85.79,87.16,11,5,89.75,79.2,2,0,1
688,Chemistry 201,88.6,87.16,8,3,91.32,86.51,7,3,0
689,English Literature,86.69,83.56,12,1,93.2,91.38,4,1,2
689,Computer Science 101,84.71,83.56,12,1,87.91,92.76,0,3,1
689,Chemistry 201,86.19,83.56,10,2,78.98,78.88,0,0,1
689,Mathematics 201,84.57,83.56,12,2,87.47,92.19,10,2,0
689,Biology 101,80.76,83.56,9,1,75.21,88.08,8,4,1
690,Biology 101,60.96,64.23,12,3,56.78,68.01,0,4,1
690,Mathematics 201,67.95,64.23,10,5,62.63,69.69,8,3,0
690,Chemistry 201,61.65,64.23,11,5,57.73,60.65,1,6,1
690,Physics 101,68.87,64.23,10,5,69.9,61.78,7,5,1
690,Computer Science 101,61.93,64.23,9,5,71.46,65.49,9,2,2
691,Physics 101,64.28,66.31,12,3,56.46,64.13,1,3,0
691,Chemistry 201,68.49,66.31,9,3,71.95,73.98,0,1,0
691,Biology 101,72.1,66.31,8,1,65.21,66.28,9,2,1
691,Mathematics 201,70.34,66.31,11,3,66.92,60.89,7,5,0
692,Computer Science 101,75.27,75.8,8,1,80.69,75.86,5,2,0
692,Biology 101,72.15,75.8,10,2,77.12,76.71,9,5,1
